"symbol";"companyname";"primaryexchange";"calculationprice";"open";"opentime";"close";"closetime";"high";"low";"latestprice";"latestsource";"latesttime";"latestupdate";"latestvolume";"iexrealtimeprice";"iexrealtimesize";"iexlastupdated";"delayedprice";"delayedpricetime";"extendedprice";"extendedchange";"extendedchangepercent";"extendedpricetime";"previousclose";"previousvolume";"changed";"changepercent";"volume";"iexmarketpercent";"iexvolume";"avgtotalvolume";"iexbidprice";"iexbidsize";"iexaskprice";"iexasksize";"marketcap";"peratio";"week52high";"week52low";"ytdchange";"lasttradetime";"isusmarketopen";"type";"runtimestamp"
"SBUX";"Starbucks Corp.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;90.505;"IEX price";"3:59:57 PM";1578603597237.0;0.0;90.505;700.0;1578603597237.0;0.0;0.0;0.0;0.0;0.0;0.0;88.88;7297235.0;1.625;0.01828;0.0;0.10188415755379765;961427.0;6255612.0;0.0;0.0;0.0;0.0;106886405000.0;30.6;99.72;61.67;0.01302;1578603600415.0;"false";"volume";1578609003072.0
"TME";"Tencent Music Entertainment Group";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;13.28;"Close";"January 9, 2020";1578603813138.0;0.0;13.295;22.0;1578603591813.0;0.0;0.0;0.0;0.0;0.0;0.0;12.49;8450760.0;0.79;0.06325;0.0;0.0687298253517992;918990.0;6683036.0;0.0;0.0;0.0;0.0;4077544320.0;74.31;19.97;11.27;0.057677;1578603599986.0;"false";"volume";1578609003072.0
"APLT";"Applied Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;44.08;"IEX price";"3:59:48 PM";1578603588080.0;0.0;44.08;100.0;1578603588080.0;0.0;0.0;0.0;0.0;0.0;0.0;35.18;1359753.0;8.9;0.25298;0.0;0.044168062864474084;56494.0;189128.0;0.0;0.0;0.0;0.0;755266720.0;0.0;44.08;7.95;0.475782;1578603600661.0;"false";"gainers";1578609004139.0
"AXNX";"Axonics Modulation Technologies, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;32.55;"IEX price";"3:59:58 PM";1578603598813.0;0.0;32.55;61.0;1578603598813.0;0.0;0.0;0.0;0.0;0.0;0.0;26.94;600971.0;5.61;0.20824;0.0;0.06485308243695637;283631.0;640642.0;0.0;0.0;0.0;0.0;1105000890.0;-12.81;43.37;13.0;0.187164;1578603600638.0;"false";"gainers";1578609004140.0
"ADMA";"ADMA Biologics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;4.385;"IEX price";"3:59:49 PM";1578603589385.0;0.0;4.385;12.0;1578603589385.0;0.0;0.0;0.0;0.0;0.0;0.0;3.72;776265.0;0.665;0.17876;0.0;0.008111508472563323;25544.0;693352.0;0.0;0.0;0.0;0.0;260108553.0;-3.93;6.31;2.56;0.12412200000000001;1578603600416.0;"false";"gainers";1578609004140.0
"MTNB";"Matinas BioPharma Holdings, Inc.";"NYSE American";"close";0.0;0.0;0.0;0.0;0.0;0.0;1.91;"Close";"January 9, 2020";1578603600050.0;0.0;1.895;52.0;1578603589758.0;0.0;0.0;0.0;0.0;0.0;0.0;1.64;2368818.0;0.27;0.16463;0.0;0.003653585966190983;12592.0;3281518.0;0.0;0.0;0.0;0.0;310833400.0;-15.16;2.49;0.5818;-0.125413;1578603600067.0;"false";"gainers";1578609004140.0
"GRTS";"Gritstone Oncology, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;9.02;"IEX price";"3:55:52 PM";1578603352122.0;0.0;9.02;100.0;1578603352122.0;0.0;0.0;0.0;0.0;0.0;0.0;7.77;96983.0;1.25;0.16088;0.0;0.009077513721037121;1343.0;196968.0;0.0;0.0;0.0;0.0;322970120.0;-3.42;19.49;7.0;0.1166;1578603600598.0;"false";"gainers";1578609004140.0
"ZYXI";"Zynex, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;9.81;"IEX price";"3:59:30 PM";1578603570313.0;0.0;9.81;100.0;1578603570313.0;0.0;0.0;0.0;0.0;0.0;0.0;8.47;155978.0;1.34;0.15821;0.0;0.013573443352595863;23714.0;312692.0;0.0;0.0;0.0;0.0;321208830.0;34.59;13.1;2.85;0.227654;1578603600358.0;"false";"gainers";1578609004140.0
"BCEL";"Atreca, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;16.285;"IEX price";"3:58:49 PM";1578603529768.0;0.0;16.285;10.0;1578603529768.0;0.0;0.0;0.0;0.0;0.0;0.0;14.24;76471.0;2.045;0.14361;0.0;0.017308210274846886;2956.0;177205.0;0.0;0.0;0.0;0.0;455347995.0;0.0;23.65;9.51;0.14361;1578603600619.0;"false";"gainers";1578609004140.0
"GTT";"GTT Communications, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;12.76;"Close";"January 9, 2020";1578603720353.0;0.0;12.75;5.0;1578603592048.0;0.0;0.0;0.0;0.0;0.0;0.0;11.25;1017750.0;1.51;0.13422;0.0;0.020009554030438123;13362.0;1348670.0;0.0;0.0;0.0;0.0;722866760.0;-5.09;43.35;4.67;0.19454;1578603599995.0;"false";"gainers";1578609004140.0
"LMNL";"Liminal BioSciences, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;12.63;"IEX price";"3:59:30 PM";1578603570001.0;0.0;12.63;100.0;1578603570001.0;0.0;0.0;0.0;0.0;0.0;0.0;11.25;115237.0;1.38;0.12267;0.0;0.00771188401326444;200.0;20828.0;0.0;0.0;0.0;0.0;294443190.0;-0.09;300.32;5.46;0.43081;1578603600215.0;"false";"gainers";1578609004140.0
"CALA";"Calithera Biosciences, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;5.86;"IEX price";"3:59:45 PM";1578603585455.0;0.0;5.86;100.0;1578603585455.0;0.0;0.0;0.0;0.0;0.0;0.0;5.23;239075.0;0.63;0.12046;0.0;0.020815114614964325;14210.0;703642.0;0.0;0.0;0.0;0.0;229952260.0;-2.82;6.9;2.45;0.12046;1578603610099.0;"false";"gainers";1578609004140.0
"APTO";"Aptose Biosciences, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;5.94;"IEX price";"3:59:51 PM";1578603591904.0;0.0;5.94;100.0;1578603591904.0;0.0;0.0;0.0;0.0;0.0;0.0;5.32;1783566.0;0.62;0.11654;0.0;0.04613832113234604;104244.0;1784257.0;0.0;0.0;0.0;0.0;329592780.0;-7.34;6.04;1.57;0.078565;1578603600270.0;"false";"gainers";1578609004140.0
"FMX";"Fomento Economico Mexicano SAB de CV";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;96.91;"Close";"January 9, 2020";1578603705569.0;0.0;97.0;43.0;1578603559390.0;0.0;0.0;0.0;0.0;0.0;0.0;97.58;227139.0;-0.67;-0.00687;0.0;0.27195721312733784;131088.0;361975.0;0.0;0.0;0.0;0.0;20943995380.0;26.28;100.35;84.85;0.006948;1578603599923.0;"false";"percent";1578609004388.0
"FPH";"Five Point Holdings LLC";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;6.7;"Close";"January 9, 2020";1578603720367.0;0.0;6.705;112.0;1578603582184.0;0.0;0.0;0.0;0.0;0.0;0.0;6.68;309799.0;0.02;0.00299;0.0;0.2712251838962272;34291.0;208921.0;0.0;0.0;0.0;0.0;1522889686.0;-36.33;9.4;6.12;-0.01321;1578603594930.0;"false";"percent";1578609004388.0
"STOK";"Stoke Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;25.45;"IEX price";"3:58:53 PM";1578603533251.0;0.0;25.45;100.0;1578603533251.0;0.0;0.0;0.0;0.0;0.0;0.0;25.76;249759.0;-0.31;-0.01203;0.0;0.19158697295343258;29149.0;155871.0;0.0;0.0;0.0;0.0;832973410.0;0.0;39.04;19.21;-0.04142;1578603600359.0;"false";"percent";1578609004388.0
"IPHA";"Innate Pharma SA";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;6.89;"IEX price";"2:50:24 PM";1578599424722.0;0.0;6.89;200.0;1578599424722.0;0.0;0.0;0.0;0.0;0.0;0.0;7.61;29732.0;-0.72;-0.09461;0.0;0.18156089457655275;29510.0;52073.0;0.0;0.0;0.0;0.0;540809363.0;11.16;8.24;5.63;-0.052144;1578603600282.0;"false";"percent";1578609004388.0
"XEC";"Cimarex Energy Co.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;54.45;"Close";"January 9, 2020";1578603727776.0;0.0;54.435;190.0;1578603589818.0;0.0;0.0;0.0;0.0;0.0;0.0;53.81;1681112.0;0.64;0.01189;0.0;0.17817501327876065;339812.0;1628130.0;0.0;0.0;0.0;0.0;5543554500.0;10.82;77.1;37.19;0.042338;1578603599245.0;"false";"percent";1578609004388.0
"CNXM";"CNX Midstream Partners LP";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;16.43;"Close";"January 9, 2020";1578603720298.0;0.0;16.44;200.0;1578603592610.0;0.0;0.0;0.0;0.0;0.0;0.0;16.32;800546.0;0.11;0.00674;0.0;0.1780684570176927;46176.0;456293.0;0.0;0.0;0.0;0.0;1047198910.0;7.22;18.31;12.95;-0.015429000000000002;1578603599924.0;"false";"percent";1578609004388.0
"HII";"Huntington Ingalls Industries, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;276.01;"Close";"January 9, 2020";1578603640044.0;0.0;276.04;9.0;1578603595730.0;0.0;0.0;0.0;0.0;0.0;0.0;268.96;1054985.0;7.05;0.02621;0.0;0.16486331123707515;158599.0;302583.0;0.0;0.0;0.0;0.0;11288919404.0;18.88;276.01;189.07;0.077451;1578603644332.0;"false";"percent";1578609004388.0
"FR";"First Industrial Realty Trust, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;41.41;"Close";"January 9, 2020";1578603829819.0;0.0;41.41;100.0;1578603599397.0;0.0;0.0;0.0;0.0;0.0;0.0;41.36;619104.0;0.05;0.00121;0.0;0.16362345462569974;93796.0;936039.0;0.0;0.0;0.0;0.0;5257082320.0;27.19;43.24;29.24;0.004363;1578603599941.0;"false";"percent";1578609004388.0
"URTH";"iShares MSCI World ETF";"NYSE Arca";"close";0.0;0.0;0.0;0.0;0.0;0.0;99.84;"Close";"January 9, 2020";1578603600057.0;0.0;99.88;100.0;1578603564240.0;0.0;0.0;0.0;0.0;0.0;0.0;99.27;38472.0;0.57;0.00574;0.0;0.15940704792147228;31927.0;120592.0;0.0;0.0;0.0;0.0;0.0;0.0;99.84;81.16;0.003128;1578603600509.0;"false";"percent";1578609004388.0
"GNRC";"Generac Holdings, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;99.4;"Close";"January 9, 2020";1578603706603.0;0.0;99.38;89.0;1578603597534.0;0.0;0.0;0.0;0.0;0.0;0.0;100.03;718480.0;-0.63;-0.0063;0.0;0.1548517103784089;116267.0;514964.0;0.0;0.0;0.0;0.0;6216674800.0;23.91;102.93;49.14;-0.02571;1578603599993.0;"false";"percent";1578609004388.0
"GE";"General Electric Co.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;11.67;"Close";"January 10, 2020";1578690004857.0;0.0;11.665;69.0;1578689997757.0;0.0;0.0;0.0;0.0;0.0;0.0;11.91;39388376.0;-0.24;-0.02015;0.0;0.04944312988909183;2899597.0;54163510.0;0.0;0.0;0.0;0.0;101920528500.0;374.04;12.23;7.65;-0.021826;1578690004818.0;"false";"mostActive";1578695402624.0
"SRNE";"Sorrento Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;4.755;"IEX price";"3:59:58 PM";1578689998256.0;0.0;4.755;200.0;1578689998256.0;0.0;0.0;0.0;0.0;0.0;0.0;3.41;1805740.0;1.345;0.39443;0.0;0.017333966247897032;837182.0;6931346.0;0.0;0.0;0.0;0.0;782349660.0;-2.11;6.5;1.39;0.40033;1578690000545.0;"false";"mostActive";1578695402625.0
"AMD";"Advanced Micro Devices, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;48.175;"IEX price";"3:59:54 PM";1578689994348.0;0.0;48.175;200.0;1578689994348.0;0.0;0.0;0.0;0.0;0.0;0.0;48.97;76649637.0;-0.795;-0.01623;0.0;0.011871618138792249;523130.0;49204909.0;0.0;0.0;0.0;0.0;53649125250.0;244.54;49.96;18.9;-0.018878000000000002;1578690000521.0;"false";"mostActive";1578695402625.0
"F";"Ford Motor Co.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;9.25;"Close";"January 10, 2020";1578690273632.0;0.0;9.255;83.0;1578689997997.0;0.0;0.0;0.0;0.0;0.0;0.0;9.26;51905116.0;-0.01;-0.00108;0.0;0.006784980295236015;269927.0;36755624.0;0.0;0.0;0.0;0.0;36676712500.0;22.48;10.56;8.16;-0.018065;1578690000045.0;"false";"mostActive";1578695402625.0
"BAC";"Bank of America Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;34.74;"Close";"January 10, 2020";1578690014912.0;0.0;34.735;100.0;1578689994156.0;0.0;0.0;0.0;0.0;0.0;0.0;35.03;39882756.0;-0.29;-0.00828;0.0;0.017791261460746284;702255.0;43159405.0;0.0;0.0;0.0;0.0;312490121400.0;12.71;35.72;25.42;-0.025396;1578690014886.0;"false";"mostActive";1578695402625.0
"ACB";"Aurora Cannabis, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;1.65;"Close";"January 10, 2020";1578690092555.0;0.0;1.655;400.0;1578689997730.0;0.0;0.0;0.0;0.0;0.0;0.0;1.86;29561522.0;-0.21;-0.1129;0.0;0.012854487860967363;469582.0;27900059.0;0.0;0.0;0.0;0.0;1733391000.0;-5.59;10.32;1.65;-0.192108;1578689999784.0;"false";"mostActive";1578695402625.0
"AAPL";"Apple, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;310.32;"IEX price";"3:59:57 PM";1578689997720.0;0.0;310.32;100.0;1578689997720.0;0.0;0.0;0.0;0.0;0.0;0.0;309.63;42621542.0;0.69;0.00223;0.0;0.013363982340399063;469660.0;28567575.0;0.0;0.0;0.0;0.0;1360452189600.0;26.0;310.43;149.22;0.033127000000000004;1578690001244.0;"false";"mostActive";1578695402625.0
"UBER";"Uber Technologies, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;34.01;"Close";"January 10, 2020";1578690004217.0;0.0;33.995;16.0;1578689996401.0;0.0;0.0;0.0;0.0;0.0;0.0;33.97;29407616.0;0.04;0.00118;0.0;0.030843366474663587;1056695.0;28090401.0;0.0;0.0;0.0;0.0;58014938200.0;-6.95;47.08;25.58;0.09734;1578690004188.0;"false";"mostActive";1578695402625.0
"T";"AT&T, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;38.57;"Close";"January 10, 2020";1578690285446.0;0.0;38.575;24.0;1578689995006.0;0.0;0.0;0.0;0.0;0.0;0.0;38.8;39456701.0;-0.23;-0.00593;0.0;0.02498011267727528;742376.0;26975073.0;0.0;0.0;0.0;0.0;281753850000.0;17.21;39.7;28.92;-0.007474000000000001;1578689999997.0;"false";"mostActive";1578695402625.0
"DERM";"Dermira, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;19.155;"IEX price";"3:59:54 PM";1578689994958.0;0.0;19.155;123.0;1578689994958.0;0.0;0.0;0.0;0.0;0.0;0.0;18.34;2627416.0;0.815;0.04444;0.0;0.03259387525697466;902413.0;1576505.0;0.0;0.0;0.0;0.0;1044349755.0;-4.18;19.3;5.25;0.28446699999999997;1578690000512.0;"false";"mostActive";1578695402625.0
"SNAP";"Snap, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;17.41;"Close";"January 10, 2020";1578690287354.0;0.0;17.415;100.0;1578689980139.0;0.0;0.0;0.0;0.0;0.0;0.0;17.36;62798221.0;0.05;0.00288;0.0;0.021433594653290314;549089.0;19653080.0;0.0;0.0;0.0;0.0;24373495110.0;-23.96;18.36;5.63;0.037445;1578689999943.0;"false";"mostActive";1578695402625.0
"GE";"General Electric Co.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;11.67;"Close";"January 10, 2020";1578690004857.0;0.0;11.665;69.0;1578689997757.0;0.0;0.0;0.0;0.0;0.0;0.0;11.91;39388376.0;-0.24;-0.02015;0.0;0.04944312988909183;2899597.0;54163510.0;0.0;0.0;0.0;0.0;101920528500.0;374.04;12.23;7.65;-0.021826;1578690004818.0;"false";"volume";1578695402629.0
"EEM";"iShares MSCI Emerging Markets ETF";"NYSE Arca";"close";0.0;0.0;0.0;0.0;0.0;0.0;45.59;"Close";"January 10, 2020";1578690000111.0;0.0;45.595;300.0;1578689997513.0;0.0;0.0;0.0;0.0;0.0;0.0;45.35;53200703.0;0.24;0.00529;0.0;0.024010501663699595;1625194.0;59109828.0;0.0;0.0;0.0;0.0;0.0;0.0;45.78;38.72;-0.004103;1578690000099.0;"false";"volume";1578695402629.0
"LK";"Luckin Coffee, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;43.24;"IEX price";"3:59:58 PM";1578689998004.0;0.0;43.24;50.0;1578689998004.0;0.0;0.0;0.0;0.0;0.0;0.0;44.37;30215365.0;-1.13;-0.02547;0.0;0.051893668798365926;1533189.0;10504984.0;0.0;0.0;0.0;0.0;1595204675.0;-17.33;45.37;13.71;0.139709;1578690000578.0;"false";"volume";1578695402629.0
"ITUB";"Itaú Unibanco Holding SA";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;8.45;"Close";"January 10, 2020";1578690048130.0;0.0;8.44;9.0;1578689998711.0;0.0;0.0;0.0;0.0;0.0;0.0;8.56;36222800.0;-0.11;-0.01285;0.0;0.04862211241644458;1346863.0;17245344.0;0.0;0.0;0.0;0.0;40440080084.0;12.17;10.8;7.59;-0.10027;1578690048129.0;"false";"volume";1578695402629.0
"NLOK";"NortonLifeLock, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;26.495;"IEX price";"3:59:50 PM";1578689990942.0;0.0;26.495;100.0;1578689990942.0;0.0;0.0;0.0;0.0;0.0;0.0;26.69;4974208.0;-0.195;-0.00731;0.0;0.057603367823814554;1125719.0;8106488.0;0.0;0.0;0.0;0.0;16512929265.0;18.1;26.89;17.5;0.018439;1578690000628.0;"false";"volume";1578695402629.0
"UBER";"Uber Technologies, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;34.01;"Close";"January 10, 2020";1578690004217.0;0.0;33.995;16.0;1578689996401.0;0.0;0.0;0.0;0.0;0.0;0.0;33.97;29407616.0;0.04;0.00118;0.0;0.030843366474663587;1056695.0;28090401.0;0.0;0.0;0.0;0.0;58014938200.0;-6.95;47.08;25.58;0.09734;1578690004188.0;"false";"volume";1578695402629.0
"WFC";"Wells Fargo & Co.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;52.5;"Close";"January 10, 2020";1578690253364.0;0.0;52.495;800.0;1578689993732.0;0.0;0.0;0.0;0.0;0.0;0.0;52.73;20818099.0;-0.23;-0.00436;0.0;0.07640332866364065;1054119.0;17738525.0;0.0;0.0;0.0;0.0;222041400000.0;11.25;54.75;43.34;-0.023337;1578689999761.0;"false";"volume";1578695402629.0
"SPY";"SPDR S&P 500 ETF Trust";"NYSE Arca";"close";0.0;0.0;0.0;0.0;0.0;0.0;325.71;"Close";"January 10, 2020";1578690000146.0;0.0;325.57;2000.0;1578690674605.0;0.0;0.0;0.0;0.0;0.0;0.0;326.65;48569601.0;-0.94;-0.00288;0.0;0.01829234549135624;970159.0;58743233.0;0.0;0.0;0.0;0.0;0.0;0.0;326.73;255.5;0.002599;1578690004741.0;"false";"volume";1578695402629.0
"DERM";"Dermira, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;19.155;"IEX price";"3:59:54 PM";1578689994958.0;0.0;19.155;123.0;1578689994958.0;0.0;0.0;0.0;0.0;0.0;0.0;18.34;2627416.0;0.815;0.04444;0.0;0.03259387525697466;902413.0;1576505.0;0.0;0.0;0.0;0.0;1044349755.0;-4.18;19.3;5.25;0.28446699999999997;1578690000512.0;"false";"volume";1578695402629.0
"SIX";"Six Flags Entertainment Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;35.96;"Close";"January 10, 2020";1578690120342.0;0.0;35.955;100.0;1578689998620.0;0.0;0.0;0.0;0.0;0.0;0.0;43.76;1343178.0;-7.8;-0.17824;0.0;0.0546708792492887;898060.0;1118772.0;0.0;0.0;0.0;0.0;3039483040.0;11.25;64.28;35.96;-0.20709;1578689998621.0;"false";"volume";1578695402629.0
"ECA";"Encana Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;4.35;"Close";"January 10, 2020";1578690185404.0;0.0;4.355;2000.0;1578689990034.0;0.0;0.0;0.0;0.0;0.0;0.0;4.45;18065608.0;-0.1;-0.02247;0.0;0.03543735687324833;891463.0;17409088.0;0.0;0.0;0.0;0.0;5651128500.0;3.52;7.7;3.77;-0.083651;1578689999994.0;"false";"volume";1578695402629.0
"FMX";"Fomento Economico Mexicano SAB de CV";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;96.5;"Close";"January 10, 2020";1578690030191.0;0.0;96.56;96.0;1578689973036.0;0.0;0.0;0.0;0.0;0.0;0.0;96.91;482017.0;-0.41;-0.00423;0.0;0.2675761683069126;81729.0;364652.0;0.0;0.0;0.0;0.0;20855387000.0;26.16;100.35;84.85;0.002627;1578690032225.0;"false";"percent";1578695402631.0
"IGMS";"IGM Biosciences, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;34.3;"IEX price";"3:56:18 PM";1578689778140.0;0.0;34.3;200.0;1578689778140.0;0.0;0.0;0.0;0.0;0.0;0.0;34.29;189199.0;0.01;0.00029;0.0;0.2630164214345744;39433.0;178282.0;0.0;0.0;0.0;0.0;1047391831.0;0.0;57.41;16.1;-0.056122;1578690000866.0;"false";"percent";1578695402631.0
"NERV";"Minerva Neurosciences, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;7.81;"IEX price";"3:59:47 PM";1578689987042.0;0.0;7.81;34.0;1578689987042.0;0.0;0.0;0.0;0.0;0.0;0.0;7.8;394393.0;0.01;0.00128;0.0;0.24795228809357364;141521.0;497016.0;0.0;0.0;0.0;0.0;304785250.0;-5.49;8.83;4.01;0.022222;1578690000570.0;"false";"percent";1578695402631.0
"WAAS";"AquaVenture Holdings Ltd.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;26.99;"Close";"January 10, 2020";1578690120351.0;0.0;26.985;182.0;1578689976387.0;0.0;0.0;0.0;0.0;0.0;0.0;26.98;591840.0;0.01;0.00037;0.0;0.22549473234624146;38013.0;316497.0;0.0;0.0;0.0;0.0;857607250.0;-37.57;27.78;16.08;-0.000371;1578689995421.0;"false";"percent";1578695402631.0
"BRP";"BRP Group, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;16.0;"IEX price";"3:53:54 PM";1578689634263.0;0.0;16.0;100.0;1578689634263.0;0.0;0.0;0.0;0.0;0.0;0.0;16.1;427645.0;-0.1;-0.00621;0.0;0.2238831738723833;31122.0;423984.0;0.0;0.0;0.0;0.0;992755760.0;0.0;17.8;12.92;-0.01969;1578690000652.0;"false";"percent";1578695402631.0
"AQUA";"Evoqua Water Technologies Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;18.52;"Close";"January 10, 2020";1578690120371.0;0.0;18.505;2.0;1578689953070.0;0.0;0.0;0.0;0.0;0.0;0.0;18.56;285039.0;-0.04;-0.00216;0.0;0.2190843622886317;151563.0;723109.0;0.0;0.0;0.0;0.0;2140263800.0;-220.74;20.23;9.53;-0.020669;1578689999925.0;"false";"percent";1578695402631.0
"ADC";"Agree Realty Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;70.14;"Close";"January 10, 2020";1578690120300.0;0.0;70.12;88.0;1578689997128.0;0.0;0.0;0.0;0.0;0.0;0.0;69.6;672924.0;0.54;0.00776;0.0;0.21455802279051492;133778.0;476958.0;0.0;0.0;0.0;0.0;2974847820.0;38.73;79.54;59.26;0.036433;1578690000599.0;"false";"percent";1578695402631.0
"RLMD";"Relmada Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;38.4;"IEX price";"3:59:16 PM";1578689956302.0;0.0;38.4;100.0;1578689956302.0;0.0;0.0;0.0;0.0;0.0;0.0;38.44;62585.0;-0.04;-0.00104;0.0;0.2087534462944197;36874.0;234305.0;0.0;0.0;0.0;0.0;545932800.0;-16.91;48.0;4.6;-0.01792;1578690000361.0;"false";"percent";1578695402631.0
"TRNO";"Terreno Realty Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;54.77;"Close";"January 10, 2020";1578690120390.0;0.0;54.77;4.0;1578689958299.0;0.0;0.0;0.0;0.0;0.0;0.0;54.42;223299.0;0.35;0.00643;0.0;0.20567981140525057;48684.0;370353.0;0.0;0.0;0.0;0.0;3670192470.0;53.76;58.2;36.47;0.022107;1578689995445.0;"false";"percent";1578695402631.0
"PGTI";"PGT Innovations, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;14.9;"Close";"January 10, 2020";1578690120354.0;0.0;14.905;100.0;1578689994170.0;0.0;0.0;0.0;0.0;0.0;0.0;14.95;222183.0;-0.05;-0.00334;0.0;0.20518017711634992;45249.0;372488.0;0.0;0.0;0.0;0.0;870234500.0;17.07;18.48;13.3;0.017138;1578689999928.0;"false";"percent";1578695402631.0
"BFAM";"Bright Horizons Family Solutions, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;162.32;"Close";"January 10, 2020";1578690120362.0;0.0;162.23;4.0;1578689996084.0;0.0;0.0;0.0;0.0;0.0;0.0;160.74;219663.0;1.58;0.00983;0.0;0.19381305506574234;48142.0;276332.0;0.0;0.0;0.0;0.0;9448403720.0;52.59;168.28;109.24;0.054546;1578689999991.0;"false";"percent";1578695402631.0
"SRNE";"Sorrento Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;4.755;"IEX price";"3:59:58 PM";1578689998256.0;0.0;4.755;200.0;1578689998256.0;0.0;0.0;0.0;0.0;0.0;0.0;3.41;1805740.0;1.345;0.39443;0.0;0.017333966247897032;837182.0;6931346.0;0.0;0.0;0.0;0.0;782349660.0;-2.11;6.5;1.39;0.40033;1578690000545.0;"false";"gainers";1578695403028.0
"NKTR";"Nektar Therapeutics";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;26.9;"IEX price";"3:59:57 PM";1578689997322.0;0.0;26.9;100.0;1578689997322.0;0.0;0.0;0.0;0.0;0.0;0.0;21.59;1904218.0;5.31;0.24595;0.0;0.027956219949099276;327528.0;2143996.0;0.0;0.0;0.0;0.0;4732301800.0;-11.02;47.11;15.63;0.276007;1578690000539.0;"false";"gainers";1578695403028.0
